# Glossary in tab-separated format -*- coding: utf-8 -*-
&mdash;	—
&ndash;	–
call	noemen	
call	opbellen	
call	roepen	
call	schreeuwen	
call center	callcenter (n)	
call center	callcenter (n)	
calligraphy	kalligrafie "de"	
callsign	roepletter	
callus	eelt	
calm	afkoelen	
calm	gerust stellen	
calm	kalm, rustig	
calm	vredig	
calyx	kelk (m)	
Cambodia	Cambodja	
camel	kameel (m)	
Camelus dromedarius	kameel (m)	
camera	camera (m)	
camera	fotoapparaat (n), camera (m)	
Cameroon	Kameroen	
camomile	Kamille	
camomile	Kamillethee	
camouflage	camouflage; maskeren; verhulling	
campaign	campagne (f)	
Campine	Kempen	
can	afvoeren	
can	blik (n)	
can	conservenblik (n)	
can	inblikken, conserveren	
can	kan (f)	
can	ontslaan	
can	toilet (n)	
can-opener	blikopener (m)	
Canada	Canada	
Canadian	Canadees	
canal	kanaal (n) (1,2,3), vaart (f) (2)	
canary	kanarie (m), kanarievogel (m)	
canary	kanariegeel (n)	
Canary Islands	Canarische Eilanden	
cancer	kanker	
candela	candela	
candelabrum	kandelaar (m), kaarshouder (m)	
candidate	kandidaat (m), kandidate (f)	
candle	kaars (f)	
candy	snoep	
candy floss	suikerspin (f)	
cane	blindenstok (m)	
cane	riet (n)	
cane	riet (n)	
cane	roe (m), stok (m)	
cane	stokslagen "m, pl", de stok (m)	
cane	wandelstok (m), stok (m)	
cannabis	hennep	
cannibal	kannibaal	
cannibalism	kannibalisme (n)	
cannon	kanon (n)	
cannonball	kanonskogel (m), bommetje (n)	
cant	Bargoens) (n), boeventaal) (f)	
cant	gezever) (n)	
cant	neigen)	
cant	neiging) (f)	
cantaloupe	kantaloep	
canton	kanton	
canton	kanton	
canton	kanton	
Cantonese	Kantonees (m), Kantonese (f)	
Cantonese	Kantonees (n)	
Cantonese	Kantonees, Kantonese	
cape	kaap	
cape	mantel	
Cape of Good Hope	Kaap de Goede Hoop	
Cape Town	Kaapstad (n)	
Cape Verde	KaapverdiÃ«	
capercaillie	auerhoen (n)	
Capeverdean Crioulo	Kaapverdisch creools	
capillary	haarvat (n)	
capital	dood(straf)	
capital	hoofd(letter)	
capital	hoofd-, kapitaal	
capital	hoofdletter (f)	
capital	hoofdstad (m), (f)	
capital	kapitaal (n)	
capital	uitstekend, excellent	
capital letter	hoofdletter (f)	
capital punishment	doodstraf	
capitalism	kapitalisme (n)	
capitalist	kapitalist (m), kapitaliste (f)	
capitalist	kapitalistisch, kapitalistische	
capsicum	Spaanse peper	
capsize	doen kapseizen	
capsize	kapseizen	
caption	opschrift (n)	
captive	gevangen	
captive	gevangene (m) (f)	
captive	gevangene (m) (f)	
capybara	capibara	
car	auto (m), wagen (m), automobiel (m) (deprecated)	
car	wagon (m)	
car	want	
car bomb	autobom (m)	
car bomb	bomauto (m)	
car sickness	wagenziekte (f)	
caracal	caracal (m)	
Caracalla	Caracalla	
caravan	Camper	
caravanserai	karavanserai	
caraway	karwij	
carbon	doorslag (m)	
carbon	kool (m)	
carbon	koolstof (n)	
carbon dioxide	kooldioxide	
carbon paper	carbonpapier (n), doorslagpapier (n)	
carburetor	carburateur (m)	
carcass	karkas (n), kreng (n), aas (n) (when used as bait)	
card	kaart (f)	
card game	kaartspel (n)	
cardboard	karton	
cardinal	hoofdtelwoord (n)	
cardinal	kardinaal (m)	
cardinal	kardinaal (m)	
cardinal	kardinaalrood (n)	
cardinal number	hoofdtelwoord (n), bepaald telwoord (n)	
cardinal numeral	hoofdtelwoord (n)	
cardinality	kardinalitet	
cardoon	kardoen (m)	
Care Bears	Troetelbeertjes	
Care-a-lot	Troetelland	
career	carriÃ¨re (f), loopbaan	
careful	voorzichtig	
careful	zorgvuldig	
carelessness	onvoorzichtigheid, onoplettendheid	
caress	liefkozen	
carmine	karmijnrood	
carnivore	carnivoor (m), vleeseter (m)	
carp	karper (m)	
carpenter	timmerman (m)	
carpet	tapijt (n), vloerkleed (n)	
carrot	wortel (m), peen (m)	
carry	beschikbaar hebben, ter beschikking hebben	
carry	dragen	
carry	dragen, te horen zijn	
carry	greep (m)	
carry	overdracht (m)	
carry	overdragen	
carry	overnemen	
carsick	wagenziek	
carsickness	wagenziekte (f)	
cartel	kartel (n)	
case	kist (f)	
case	naamval (m), casus (m)	
cash	innen)	
cash	p), m)	
cash cow	melkkoe	
cask	ton (mf), vat (n)	
Caspian Sea	Kaspische Zee	
cast	(teerling), uitgooien	
cast	afgietsel, vorm	
cast	bezetting (f), rolbezetting	
cast	gips (n)	
cast	neergooien, afweren, werpen	
cast	omzetten	
cast	toewijzen (van rol (m))	
cast pearls before swine	parels voor de zwijnen	
castanets	Castagnetten	
caste	kaste (mf)	
Castelnau's antshrike	Castelnau-mierklauwier	
Castilian	Castilliaans, Spaans	
castle	kasteel (n), fort (n), burcht (f), slot (n)	
castle	rokeren	
castle	toren (m)	
castling	rokade (f)	
castration	castratie (f)	
castrato	castraat "sg.", castraten "pl."	
cat	huiskat, kat (m), poes (f), kater (m)	
cat	kat	
cat-o'-nine-tails	kat met negen staarten (m)	
Catalan	Catalaan (m), Catalaanse (f)	
Catalan	Catalaans	
Catalan	Catalaans	
catalogue	catalogus	
Catalonia	CataloniÃ« (n)	
catapult	katapult (m)	
cataract	cataract "de", grijze staar (2)	
catch	vangen	
catcher	vanger (m)	
category	categorie (f)	
category	categorie (f)	
caterpillar	rups (f)	
cathedral	kathedraal (f)	
cauldron	ketel (m)	
cauliflower	bloemkool (f)	
cause	reden (1)(f), aanleiding (1)(f), oorzaak (1) (f), doel (2), zaak (2)	
cave	hol (n)	
caviar	kaviaar (m)	
cease and desist	houd op en doe van afstand	
ceasefire	staakt-het-vuren (m)	
Cebuano	Cebuano (n)	
cedar	ceder (m)	
cedar	ceder (m), cederhout (n)	
cedilla	cedille	
celebrate	vieren	
celebrated	gevierd, gevierde	
celery	selder (m), selderij (m), selderie (m)	
celestial	hemel	
cell	batterij (f)	
cell	cel (f)	
cell	cel (f)	
cell	cel (f)	
cell	cel (f)	
cellulose	cellulose	
Celt	Kelt (m)	
Celtic	Keltisch	
Celts	Kelten	
cemetery	kerkhof (n), begraafplaats (f)	
censorship	censuur	
cent	cent (m)	
centimetre	centimeter	
centipede	duizendpoot (m)	
central	centraal	
Central African Republic	Centraal-Afrikaanse Republiek	
Central America	Midden-Amerika, Centraal-Amerika	
century	eeuw (f)	
ceramic	keramiek	
ceremony	ceremonie (f)	
cerium	cerium (n)	
certainly	zeker, waarlijk	
cf.	cf.	
Chad	Tsjaad	
chador	chador	
chaff	kaf (1,2)	
chaffinch	vink	
chain	aaneenschakeling (f), opeenvolging (f)	
chain	keten (f)	
chain	ketting (f), keten (f), aaneenrijging (f)	
chain letter	kettingbrief (m)	
chain mail	maliÃ«nkolder (m)	
chainsaw	kettingzaag (f)	
chair	stoel (m), zetel (m)	
chairman	voorzitter (m)	
chairperson	voorzitter (m), voorzitster (f)	
chalice	kelk	
chalk	krijt (n)	
chalk	krijt (n), krijtje (n)	
challenge	uitdagen	
challenge	uitdagen	
challenge	uitdaging	
chamois	gems (f)	
champion	kampioen	
chance	kans (f), gelegenheid (f), mogelijkheid (f)	
chance	toeval (n)	
chance	wagen (n)	
chandelier	kroonluchter (m), luster (m) (Belgium)	
change	andere kleren	
change	veranderen, aanpassen	
change	veranderen, zich aanpassen	
change	verandering (f), aanpassing (f)	
change	verwisselen, vervangen	
change	wisselgeld (n)	
Channel Islands	de Kanaaleilanden	
Channel Tunnel	Kanaaltunnel, Chunnel	
chaos	chaos (m)	
Chapman's antshrike	Chapmam-mierklauwier	
charcoal	antraciet	
charcoal	houtskool (m)	
charcoal	houtskool (m)	
charge	lading	
charge	last	
Charleroi	Charleroi (n)	
Charles	Karel (m), Charel (m)	
chase	achternazitten (n), jacht (m)	
chase	achternazitten, achternajagen	
chase	jachtgebied (n), jachtdomein (n)	
chaser	Jagers (3)	
chat	kletsen	
chaulk	krijt (n)	
chaulk	krijt (n), krijtje (n)	
cheap	goedkoop	
cheat	vals spelen	
cheat	vreemdgaan	
Chechen	Tsjetsjeens	
checkmate	schaakmat (1,2)	
cheek	bil (f)	
cheek	wang (f)	
cheers	proost	
cheese	kaas (m)	
cheetah	jachtluipaard (m)/(n), cheeta (m)	
chemical	chemicalie (f)	
chemical	chemisch	
chemicals	chemicaliÃ«nindustrie (f) (2), chemische industrie (f) (2)	
chemistry	chemie (f) (1, 2), scheikunde (f) (1)	
Chennai	Chennai	
Cherokee	Cherokee (m) (1), Cherokee (n) (2)	
cherry	kers (f), kriek (f)	
cherry	kerselaar (m), kriekenboom (f)	
cherry	kersen-	
cherry	kersenhout (n)	
cherry	met kersensmaak, kersen-	
chess	schaakspel (n)	
chest	kist (f)	
chest	romp (m), torso (m), thorax (m), borst (f)	
chestnut	kastanje (f), tamme kastanje (f)	
chestnut	kastanjebruin (n)	
chestnut	kastanjebruin, kastanjebruine	
chestnut tree	kastanjeboom (m)	
chewing gum	kauwgom (m)	
chick	griet (f), fien (f), stoot (f)	
chick	kuiken (n)	
chick	kuiken (n)	
chickadee	mees	
chicken	kip (f), hen (f)	
chicken	kip (f), kippenvlees (n)	
chicken	lafaard (m), wezel (m)	
chickenpox	waterpokken	
child	kind (n)	
child	kind (n)	
child language	kindertaal (f)	
child's play	kinderspel (n)	
childish	kinderachtig (1,2), infantiel (1,2)	
Chile	Chili	
Chilean	Chileen (m), Chileense (f)	
Chilean	Chileens, Chileense	
Chilean eagle	Chiliarend (m)	
Chilean flamingo	Chiliflamingo (m)	
chimney	schoorsteen (m)	
chimpanzee	chimpansee (m)	
chin	kin	
China	China (n), Volksrepubliek China (n)	
chinchilla	chinchilla (f)/(m)	
chinchilla	chinchilla (n)	
Chinese	Chinees	
Chinese	Chinees	
Chinese	Chinees (m), Chinese (f)	
Chinese	Chinees (n)	
Chinese	Chinees, Chinese	
Chinese	Chinezen	
Chinese	Mandarijns	
chisel	beitel (m)	
chive	bieslook (m)	
chive	bieslook (m)	
chocolate	chocolade (m)	
chocolate	chocolade- combining form)	
chocolate	chocoladebonbon (m), chocolaatje (n), praline (f)	
chocolate	chocoladekleur (n)	
chocolate	chocoladekleurig	
choice	keuze (f)	
choice	keuze (f), keuzemogelijkeheid (f)	
choice	uitgelezen	
choir	koor (n)	
choir	koor (n)	
cholera	cholera	
choose	kiezen	
choose	kiezen, uitkiezen	
choose	kiezen, verkiezen	
chop suey	tjap tjoi	
chopstick	eetstokje (n)	
chord	akkoord (n)	
chord	koorde (f)	
chosen	gekozen	
Christ	Christus (m)	
Christendom	christendom (n)	
Christian	christen	
Christian	christen "m and f"	
Christian name	doopnaam (m)	
Christianity	Christendom (n)	
Christmas	Kerstmis	
Christmas present	kerstcadeau	
Christmas tree	kerstboom (m)	
Christopher	Christoffel, fel)	
chromatid	chromatide) "de"	
chromium	chroom (n)	
chromosomal	chromosomaal	
chromosome	chromosoom (n)	
chronicle	kroniek	
Chronicles	Kronieken	
chubby	mollig	
church	kerk (f)	
church	kerk (f)	
church	kerkdienst (m)	
churn	karnen	
chÃ¢teaubriand	biefstuk van de haas (m)	
cicada	cicade (f)	
cigar	sigaar (f)	
cigarette	sigaret (mf)	
Cinderella	Assepoester	
Cinderella	Assepoester	
cinema	cinema (de), bioscoop (de)	
cinema	film (de)	
cinema	filmindustrie (de)	
cinnamon	[kaneelkleurig	
cinnamon	kaneel (m)	
cinnamon	kaneelachtig, met kaneelsmaak	
cinnamon	kaneelboom (m)	
cinnamon	kaneelkleur (f)	
circle	baan	
circle	cirkel (m)	
circle	cirkel (m)	
circle	cirkelen	
circle	kring	
circle	kring, groep	
circle	omcirkelen	
circle	omcirkelen	
circle	omcirkelen	
circumcise	besnijden	
circumcision	besnijdenis (f)	
circumference	omtrek (m)	
circumstance	omstandigheid	
citizen	staatsburger (m), burger (m)	
citrus	citrusvrucht (f)	
city	stad (f)	
civic	stedelijk	
civil war	burgeroorlog (m)	
civilian	burger (m)	
civilian	burger-	
civilization	beschaving	
Claire	Klaartje, Klara	
clairvoyance	helderziendheid (f)	
clan	clan, stam	
clandestinely	clandestien, onwettig, ongeoorloofd	
clarinet	klarinet	
classification	classificatie	
classy	elegant, elegante	
clavicle	sleutelbeen (n)	
claw	klauw	
clay	klei (m)	
cleavage	deling (f)	
cleavage	dÃ©colletÃ© (m)	
cleavage	splijten (n)	
cleaver	mes (n)	
cleft	gespleten	
clichÃ©	clichÃ© (n), gemeenplaats (f), platitude (f)	
click	klikken	
client	klant	
cliff	klip (f)	
climatology	klimatologie (f)	
climb	beklimmen	
climb	klimmen	
climber	klimmer	
climber	slingerplant	
cling	klampen	
clipboard	klembord (n)	
clipboard	klembord (n)	
clipper	klipper (m)	
clitoris	clitoris (m), kittelaar (m)	
clock	klok	
cloister	klooster (n)	
close	nabije	
close	sluiten	
close	sluiten, beÃ«indigen	
closed	gesloten	
closed	gesloten ("topology"), inwendig ("algebra")	
closed	gesloten, dicht, afgesloten, toe	
cloth	doek (n), kleed (n)	
cloth	vod (f)	
clothes	kleren	
clothes shop	kledingzaak, boutique	
clothesline	wasdraad (m), waslijn (f)	
cloud	wolk (f)	
clover	klaver (f)	
clown	De clown	
club	club (f)	
club	klaveren (m) (p)	
club	knuppel (m)	
club	neerknuppelen, slaan	
club	zich groeperen, zich verenigen, samengaan, een club vormen	
clung	geklampt	
clung	klampte	
clutch	koppeling (f)	
clutch	ontkoppelingspedaal (m)	
coagulate	stollen	
coal	kool (m), steenkool (m)	
coalesce	doen versmelten, doen samensmelten	
coalesce	versmelten, samensmelten	
coalition	coalitie	
coarse	grof; ruw; korrelig
coarse	ruwe	
coat	coaten	
coat	laag (f)	
coat	mantel (m), jas (m)	
coat of arms	wapen (n)	
cobalt	kobalt (n)	
cobblestone	keisteen	
cobweb	spinnenweb (n)	
coca	coca	
Coca-Cola	Coca-Cola	
cocaine	cocaÃ¯ne (m)	
Cocha antshrike	Cocha-mierklauwier	
cock	de haan overhalen (1), neuken (2)	
cock	haan (m)	
cock	lul (m), pik (m)	
cock	mannetje (n)	
cock-a-doodle-doo	kukeleku	
cocker spaniel	cocker spaniel	
cockerel	haantje (n)	
cockroach	kakkerlak (m), sissende kakkerlak (m)	
cocktail	cocktail (m)	
coco-de-mer	coco de mer	
cocoa	cacao (m)	
cocoa	cacao (m), cacaopoeder (n)	
coconut milk	kokosmelk (f)	
cod	kabeljauw (m)	
code	code	
code name	codenaam	
coffee	m)	
coffee	m), koffieplant (m)	
coffee	m), m)	
coffee	mokka), koffiebruin)	
coffee	n), n)	
cognac	cognac (m)	
coin	munt (m), muntstuk (n), geldstuk (n)	
coin	munten, aanmunten, munt slaan	
coin	verzinnen, smeden	
coincides	komt overeen; valt samen, samenvallen
Coke	cola (m)	
cola	cola (m)	
colchicine	colchicine	
cold	koud, afstandelijk, koel	
cold	koud, koude, fris, frisse, koel, koele	
cold	koude (m)	
cold	onvoorbereid	
cold	verkoudheid (f)	
collaborate	collaboreren	
collaborate	samenwerken	
collage	collage (f)	
collapse	instorten	
collar	boord (witteboorden-	
collar	kraag (m), boord (m), halsboord (m)	
collar	riem (m)	
collared antshrike	withals-mierklauwier	
collared dove	turkse tortel	
collateral	onderpand (n)	
colleague	collega	
collective noun	verzamelnaam (m), collectivum (n)	
colloquial	gemeenzaam, familiair	
colloquial	gemeenzaam, idiomatisch, van de spreektaal, informeel	
Cologne	Keulen (n)	
Colombia	Colombia, ColombiÃ«	
colon	dubbelpunt (n)	
colon	karteldarm (m)	
colonel	kolonel (m)	
colonize	koloniseren	
colony	kolonie (f)	
color blindness	kleurenblindheid (f)	
color casts	kleurzweem; kleurzwemen
colorful	kleurrijk (1)	
colour television	kleurentelevisie	
colour television	kleurentelevisietoestel (n)	
colourless	kleurloos	
coma	coma (f)	
comb	kam (m)	
comb	kammen	
combine harvester	maaidorser	
combustion	verbranding (f) (1, 2)	
come	komen	
comely	bevallig	
comet	komeet (m)	
comforting	geruststellend, geruststellende, troostend, troostende	
comic	komish, komische, grappig, grappige	
comic	strip (m) (1), stripboek (n) (1), stripverhaal (n) (1), comediant (m) (2), humorist (m) (2)	
comic relief	vrolijke noot	
comical	komisch (1,2), grappig (1), hilarisch (2)	
Comines	Komen	
comma	komma (f)	
commence	aanvangen	
commencement	aanvang (m)	
comment	commentaar	
commercial	commercieel	
commercial	reclame spotje	
commercial at	apenstaartje	
commission	afsluitprovisie (f) (4), afsluitpremie (f) (4), commissie (f) (4)	
commitment	verplichting	
common	gemeen, gemene, gewoon, gewone	
common	gemeen, gemene, gewoon, gewone	
common	gemeengoed (n)	
common	gewoon	
common	veelvoorkomend	
common ash	gewone es (m)	
common eland	Kaapse elandantilope (m)	
common gull	stormmeeuw (f)	
common noun	soortnaam (m)	
Common Slavonic	Oerslavisch	
commonplace	gebruikelijk; alledaags; ingeburgerd
commons	meent	
commonwealth	gemenebest (n)	
communism	communisme	
communist	communist (m), communiste (f)	
communist	communistisch, communistische	
community	gemeenschap (f)	
Comoros	Comoren	
compact	compact	
compact	compact	
compact	compact	
compact	compactificeren, samenpersen	
companion animal	gezelschapsdier (n)	
company	bedrijf (n), zaak (f), firma (f)	
company	bezoek (n), bezoekers (m) (p)	
company	gezelschap (n)	
company	gezelschap (n)	
comparable	vergelijkbaar	
comparative	vergrotende trap (m)	
compass	cirkelvorm	
compass	kompas (n)	
compass	passer	
compass point	windstreek (f)	
compassion	medelijden	
compel	dwingen  (nl)	
competency	bekwaamheid	
competent	bekwaam	
competition	competitie (f), toernooi (n)	
competition	concurrentie (f)	
complain	klagen	
complaint	klacht (mf)	
complementary	bijkomende; complementair; aanvullende
complete	volledig, compleet, allesomvattend	
complete	voltooien	
completely	compleet, volledig, volkomen	
comply	voldoen	
compose	samenstellen	
compost	compost	
compound sentence	samengestelde zin bestaande uit 2 nevengeschikte zinnen (m)	
comprehensive	omvattend, alomvattend, uitgebreid, diepgaand	
compulsive	dwangmatig, dwangmatige	
compulsory	verplicht; gedwongen
computer	computer (m)	
computer language	programmeertaal	
computer science	informatica, computerwetenschap (f), computerwetenschappen "f, pl"	
computer virus	computervirus (n)	
computing	computeren, met de computer werken/spelen/bezig zijn	
comrade	kameraad (n), gabber (n), maat (n)	
concave	hol	
conceal	verbergen, verstoppen	
concept	opvatting	
concern	aangelegenheid (f), onderneming (f), belang (n), zorg, belangstelling (f)	
concertina	concertina	
concise	beknopt (f)	
conclude	besluiten, concluderen	
conclusion	conclusie	
conclusion	conclusie	
conclusion	conclusie	
conclusion	conclusie	
concrete	beton (n)	
concrete noun	concreet substantief (n),concretum (n)	
condense	condenseren, neerslaan	
conditional	voorwaardelijke wijs (m)	
conditional mood	voorwaardelijke wijs (m)	
condom	condoom (m), capotje (n), regenjasje (n) "(jocular)"	
conduce	bijdragen)	
conducive	bevorderend)	
conductor	conducteur (m)	
conductor	dirigent (m)	
conductor	geleider (n)	
confectioner's cream	banketbakkersroom (m)	
conference	f)	
confession	bekentenis	
confession	biecht	
confidant	vertrouweling, vertrouwelinge	
confirm	bevestigen	
conflagration	vuurzee	
conflict	conflict (n)	
conflict	overlappen	
conflict	tegenstrijdig zijn	
confound	verwarren	
confront	confronteren	
confrontation	confrontatie (f)	
Congo	Kongo	
Congo	Kongo	
Congo	Kongo, Kongo-Brazzaville	
congratulate	feliciteren, gelukwensen	
congratulation	gelukwens (m), felicitatie (f)	
congregation	congregatie	
conifer	conifeer (m)	
conjecture	gissen	
conjecture	gissing "f.", giswerk "n."	
conjugate	vervoegen	
conjunction	voegwoord (n)	
conmigo	met mij, met me (familiar)	
connect	aansluiten, verbinden	
connect	verbinden	
connection	verbinding (f)	
connection	verbinding (f), connectie (f)	
connection	verbinding (f), connectie (f)	
connoisseur	kenner (m)	
connotation	connotatie (f), bijbetekenis (f), bijklank (m), associatie (f), gevoelswaarde (f)	
conquer	veroveren	
consanguinity	bloedverwantschap	
conscientious	gewetensvol, consciÃ«ntieus	
consciousness	bewustzijn (n)	
consensus	consensus (m), eensgezindheid, overeenstemming	
consent	toestemmen, instemmen	
consent	toestemming (f), instemming (f)	
consider	in acht nemen (1), overwegen (2), beschouwen (2,3)	
consist	bestaan uit	
consist	samenstelling (f)	
consolation	troost	
console manufacturer	fabrikant van de videospelletjeconsole	
consonant	medeklinker (m)	
consonant	medeklinker (m)	
Constantine	Constantijn	
Constantinople	Constantinopel (n)	
constellation	sterrenbeeld (n), constellatie (f)	
constitution	grondwet (m); constitutie (f)	
constricted	beperkend; vernauwd; samengetrokken
consume	bezighouden, verteren	
consume	consumeren	
consume	consumeren, verbruiken	
consume	verteren), consumeren)	
contact lens	contactlens (f)	
contagion	besmetting	
contagious	besmettelijk	
contain	bevatten	
contemporary	eigentijds
contemporary	hedendaags, eigentijds	
contemporary	tijdgenoot (m), tijdgenote (f)	
content	inhoud (m)	
content	tevreden	
content	vergenoegen, tevredenstellen	
contiguous	aaneengesloten
continent	continent (n)	
continue	verdergaan), voortzetten), doorgaan)	
continue	verdergaan), voortzetten), herbeginnen)	
continuous	continu	
continuous	continu, ononderbroken)	
continuous	continu, voortdurend), ononderbroken), aanhoudend)	
contractor	aannemer (m)	
contradict	tegenspreken	
contradict	tegenspreken, weerleggen	
contraindication	tegenindicatie (f)	
contribution	bijdrage (f)	
contribution	bijdrage (f), bijdragen (n)	
contribution	bijdrage (f), financiÃ«le bijdrage (f), financiÃ«le steun (f)	
control	beheersen (Do not confuse with controleren, which means to check and/or to verify)	
control	controle (f), invloed (m)	
convention	conventie	
convertible mark	convertibele mark	
convey	overbrengen	
convey	overdragen	
convoluted	nodeloos ingewikkeld	
cook	bakken	
cook	kok (m) (1), kokkin (f) (2)	
cook	koken	
cook	koken	
cook	koken	
Cook Islands	Cookeilanden	
cookbook	kookboek (n)	
cooked	gekookt	
cookie	koekje "o"	
cool	cool	
cool	kil	
cool	koel, fris	
cooper	kuiper	
coordinate	coÃ¶rdinaat (m)	
coordinate	coÃ¶rdineren	
coordinate	doen bijeen passen, zorgen dat het bijeenpast	
coordinating conjunction	nevenschikkend voegwoord (n)	
Copenhagen	Kopenhagen	
copier	kopieerapparaat	
copious	uitgebreid	
copper	koperen	
copper	koperkleurig	
coprophagia	coprofagie	
copula	koppelwerkwoord (n)	
copy	kopie (1), afschrift (1), nabootsing (2), kopij (3,4)	
copy	kopiÃ«ren	
copy	nabootsen, nadoen, naÃ¤pen	
copy	ontvangen	
copyright	auteursrecht (n)	
copyright	onder auteursrecht plaatsen	
cor anglais	Engelse hoorn	
coral	koraal (n)	
coral	koraal (n), koraalrif (n)	
coral	koraal-	
coral	koraalrood (n)	
coral	koraalrood, koraalrode	
cord	kabel (n)	
cord	touw (n), koord (f), zeel (n)	
core	kern, binnenste	
core competency	kerncompetentie	
corkscrew	kurkentrekker (m)	
cormorant	aalscholver (m)	
corn	koren (n), graan (n)	
Cornelius	Cornelis	
corner kick	hoekschop "c"	
cornflower	korenbloem (f),echte korenbloem (f), blauwbol (m), bol (m)	
corolla	kroon (m), bloemkroon (m)	
coroner	lijkschouwer (m)	
corporal	korporaal	
corporation	bedrijf (n), vennootschap (n)	
corpse	lijk (n)	
corpus	corpus (n)	
correspondence	overeenkomst; briefwisseling; overeenstemming
corridor	corridor	
corridor	gang, hal	
corridor	luchtweg, corridor	
Corsica	Corsica (n)	
Corsican	Corsicaan (m), Corsicaanse (f), Corsicanen (p)	
Corsican	Corsicaans (n)	
Corsican	Corsicaans, Corsicaanse	
cosine	cosinus (m)	
cosmology	kosmologie (f)	
Cossack	kozak (m)	
cost	kosten	
Costa Rica	Costa Rica	
costume	kostuum (n)	
cosy	gezellig, gezellige, knus, knusse	
cotton	katoen (m), katoenplant (m)	
cotton	katoen (n)	
cotton candy	suikerspin (f)	
couch	sofa	
cough	hoest (m)	
cough	hoest (m), kuch (m)	
cough	hoesten, kuchen	
council	raad (m)	
count	aftelling (f)	
count	graaf (m)	
count	tellen	
count	telling (f)	
count noun	telbaar zelfstandig naamwoord (n), telbaar substantief (n)	
countable	telbaar, telbare	
countable	telbaar, telbare	
countdown	aftellen	
countdown	aftelling (f)	
counterbalance	tegenwicht (n)	
countess	gravin (f)	
country	land (n)	
country	land (n)	
country	platteland, open veld	
country	plattelands, boeren-, land-	
countryside	n)	
countryside	n)	
coup d'Ã©tat	staatsgreep	
couple	koppel (n)	
couple	koppel (n), paar (n), duo (n)	
couple	koppelen	
couple	paar (n), koppel (n)	
couple	paar (n), koppel (n)	
courgette	courgette	
course	gerecht (n)	
course	koers (m)	
court	Rechtbank	
courtesy	hoffelijkheid (f)	
cousin	neef male cousin or nephew), nicht female cousin or niece)	
cover	behandelen	
cover	cover	
cover	coveren	
cover	dekken	
cover	dekken	
cover	dekken, bedekken	
cover	dekking	
cover	deksel (n)	
cover	entree, "Flanders:" inkom	
cover	kaft, omslag "m, n"	
cover	sprei	
coward	lafaard (m)	
cowardly	laf	
cowbell	koeienbel (f) (1)	
coypu	beverrat	
crab	krab	
craft	ambacht (m), ambachtslui "m, pl", vaklui "m, pl", stielmannen "m, pl"	
craft	gewiekstheid (f)	
craft	handbewerken	
craft	stiel (m), vak (n)	
craft	tuig (n), toestel (n)	
craft	vakmanschap	
cranberry	Amerikaanse veenbes "de"	
crane	hijskraan, kraan	
crane	kraanvogel	
crap	poep	
crap	rotzooi	
crayfish	rivierkreeft (m)	
crayon	kleurpotlood (n)	
crazy	gek	
cream	crÃ¨me (n)	
cream	crÃ¨me (n), zalf	
cream	crÃ¨me de la crÃ¨me	
cream	crÃ¨mekleurig, crÃ¨me	
cream	room (m)	
create	creÃ«ren, scheppen, maken	
creation	creatie (f), verwezenlijking (f)	
creation	schepping (f)	
creative	creatiev	
creativity	creativiteit	
creator	schepper (m)	
creature	schepsel, creatuur	
creed	geloofsbelijdenis (f), credo (n)	
creed	geloofsovertuiging (f)	
creep	griezel (m), engerd (m)	
creep	kruip (m)	
creep	kruipen	
creep	kruipen	
creep	kruipen	
creep	opschuiven	
Cretan	Kretenzer (m), Kretenzische (f)	
Cretan	Kretenzisch, Kretenzische	
crew	bemanning (f), ploeg (f), team (n)	
crib	voederbak (m)	
cricket	cricket (n)	
cricket	krekel (m)	
crime	misdaad (f) (1,2)	
criminal	crimineel	
crimson	karmijnrood (n), helrood (n), dieprood (n)	
crimson	karmijnrood, helrood, dieprood	
crisis	crisis (f)	
criterion	criterium (n)	
critical mass	kritische massa	
criticize	kritiseren, bekritiseren, afkeuren, hekelen	
criticize	kritiseren, bekritiseren, beoordelen	
Croatia	KroatiÃ«	
Croatian	Kroaat (m), Kroatische (f), Kroaten (p)	
Croatian	Kroatisch (n)	
Croatian	Kroatisch, Kroatische	
crocodile	krokodil	
crocodile tears	krokodillentranen (f) (p)	
croissant	croissant (m)	
crop	bijknippen, bijsnijden	
crop	bros (m)	
crop	brosknippen	
crop	gewas (n), voedselgewas (n), voedselplant (m)	
crop	kroep	
crop	oogst (m), opbrengst (m)	
crop	rijzweepje (n)	
crop up	opduiken, verschijnen	
cross	doorkruisen	
cross	geÃ«rgerd, geÃ«rgerde	
cross	kruis (n)	
cross	kruis (n)	
cross	kruis (n), kruisteken (n)	
cross	kruisen	
cross	oversteken	
cross	tegenwerkend, tegenwerkende	
crossbow	kruisboog (m)	
crosswalk	oversteekplaats, zebrapad (n)	
crossword	kruiswoordraadsel (n), kruiswoordpuzzel (m)	
crotch	aftakking) (f)	
crotch	kruis) (n)	
crow	koevoet (2), hanengekraai (3)	
crow	kraai (m)	
crown	bekronen	
crown	kronen	
crown	kronen, koning kronen	
crown	kroon-, kroons-	
crown prince	kroonprins (m) (1), troonsopvolger (m) (1,2)	
crucifixion	kruisiging (f)	
crude oil	ruwe olie (f), aardolie (f)	
cruel	wreed, wrede, gemeen, gemene	
crusade	kruistocht (m)	
